EL (deg);5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5
AZ (deg);-25;-20;-15;-10;-5;0;5;10;15;20;25;30;35;-25;-20;-15;-10;-5;0;5;10;15;20;25;30;35;-25;-20;-15;-10;-5;0;5;10;15;20;25;30;35
f (GHz);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB)
62.4;-106.91;-87.16;-92.89;-92.19;-97.49;-73.09;-89.1;-91.28;-95.47;-92.32;-102.8;-126.54;-102.7;-106.63;-83.96;-87.15;-87.8;-91.37;-66.03;-84.68;-91.6;-93.59;-90.96;-96.14;-114.1;-99.08;-100.68;-91.31;-88.78;-88.8;-86.43;-75.25;-88.32;-90.51;-94.23;-91.46;-99.45;-112.69;-100.09
62.5;-102.08;-90.39;-107.55;-96.31;-92.8;-76.03;-94.33;-92.99;-97.51;-97.56;-106.42;-119.86;-106;-100.11;-87.98;-92.74;-96.7;-86.47;-70.02;-86.56;-90.02;-96.86;-96.25;-109.7;-118.38;-103.51;-106.15;-93.06;-93.46;-92.28;-88;-79.41;-89.34;-91.97;-98.67;-95.31;-105.48;-110.96;-104.51
62.6;-100.75;-96.65;-100.21;-98.71;-98.83;-78.77;-91.72;-99.65;-102.97;-102.12;-111.79;-110.71;-108.76;-99.55;-94.23;-91.17;-92.27;-92.88;-76.45;-90.71;-101.94;-101.79;-107.54;-105.52;-116.49;-108.78;-104.3;-96.83;-96.93;-89.89;-100.59;-85.96;-95.98;-98;-103.57;-99.78;-114.04;-117.88;-107.25
62.7;-109.36;-95.74;-101.37;-97.41;-96.35;-78.44;-91.83;-97.41;-104.64;-98.87;-111.77;-116.98;-107.66;-108.38;-95.69;-97.9;-101.57;-95.01;-75.63;-87.12;-98.06;-102.24;-102.96;-112.99;-110.35;-117.56;-111.9;-97.5;-104.26;-104.99;-104.33;-93.8;-100.51;-98.35;-101.2;-101.18;-109.1;-115.37;-110.56
62.8;-109.83;-91.98;-93.66;-92.43;-94.61;-76.39;-89.57;-93.7;-98.9;-99.13;-105.74;-112.63;-104.45;-104.33;-95.72;-99.78;-98.59;-85.56;-73;-86.62;-97.48;-108.55;-99.51;-109.05;-106.92;-103.38;-106.83;-108.16;-96.91;-95.54;-93.04;-85.66;-98.98;-98.08;-112.38;-101.14;-104.56;-111.13;-107.5
62.9;-103.73;-90.09;-93.5;-90.06;-92.63;-73.89;-88.95;-89.14;-99.7;-99.99;-108.62;-105.63;-102.69;-96.15;-92.95;-90.74;-86.5;-86.46;-69.01;-83.62;-90.5;-100.23;-107.52;-99.97;-106.31;-104.65;-97.92;-94.94;-99.79;-87.97;-89.33;-83.17;-107.63;-92.49;-102.75;-101.27;-105.9;-111.54;-104.95
63;-95.62;-88.23;-88.67;-86.99;-91.17;-72.2;-89.5;-87.31;-98.97;-97.32;-97.08;-101.02;-100.93;-95.54;-90.48;-94.41;-87.42;-82.72;-66.09;-80.47;-87.54;-108.02;-97.9;-96.41;-110.89;-98.05;-102.43;-95.86;-88.13;-90.91;-90.28;-78.67;-100.86;-89.55;-102.12;-97.51;-98.98;-101.56;-100.33
63.1;-94.18;-89;-92.9;-86.86;-99.51;-72.72;-89.87;-87.22;-109.94;-100.96;-95.81;-96.17;-100.93;-92.65;-94.51;-94.18;-88.77;-86.79;-65.2;-79.13;-93.12;-94.77;-98.08;-97.21;-96.71;-96.9;-95.91;-97.31;-97.11;-95.43;-107.35;-79.88;-98.38;-91.17;-110.9;-99.32;-95.46;-98.41;-100.73
63.2;-94.68;-88.63;-93.37;-87.32;-97.04;-73.26;-94.32;-87.61;-100.71;-98.06;-95.93;-95.82;-101.8;-94.71;-90.5;-96.51;-87.56;-87.14;-64.22;-78.13;-89.17;-93.33;-94.51;-94.2;-94.97;-101.96;-97.19;-98.52;-91.27;-86.27;-95.9;-79.56;-101.58;-88.56;-110.14;-97.62;-96.1;-96.35;-103.08
63.3;-96.5;-89.04;-93.46;-87.65;-102.29;-73.53;-92.18;-89.5;-102.78;-94.63;-92.64;-96;-103.15;-95.18;-86.34;-101.1;-87.07;-86.63;-63.89;-77.17;-93.65;-95.34;-92.48;-90.96;-98.79;-102.99;-97.38;-93.78;-96.08;-89.24;-121.68;-77.94;-93.62;-89.55;-108.92;-97.02;-93.49;-96.39;-102.01
63.4;-93.36;-87.71;-91.36;-88.05;-108.8;-73.12;-94.31;-88.92;-98.73;-93.72;-94.19;-96.7;-98.74;-92.59;-85.08;-92.97;-86.94;-83.85;-63.18;-77.08;-89.03;-92.92;-90.89;-91.42;-95.41;-94.17;-96.38;-104.09;-90.27;-88.39;-93.96;-75.95;-94.58;-88.49;-101.03;-93.51;-92.47;-94.76;-99.86
63.5;-94.48;-87.24;-95.73;-91.02;-97.09;-72.24;-92.48;-91.99;-98.75;-90.96;-90.46;-94.99;-105.32;-89.65;-84.81;-101.13;-93.07;-87.03;-62.67;-76.45;-93.27;-95.47;-88.23;-87.45;-94.02;-96.84;-92.91;-93.58;-106.65;-92.81;-91.98;-74.56;-93.54;-90.15;-101.64;-91.36;-90.41;-93.35;-98.98
63.6;-97.11;-87.07;-97.39;-94.46;-93.08;-72.31;-88.22;-97.97;-94.95;-94.72;-92.63;-97.17;-96.97;-91.18;-84.67;-93.75;-97.39;-92.16;-63.64;-77.79;-102.2;-91.22;-89.4;-90.89;-96.77;-104.34;-93.33;-94.8;-106.02;-95.65;-96.23;-74.69;-94.53;-91.01;-93.97;-90.63;-91.71;-94.72;-97.85
63.7;-100.56;-90.53;-94;-103.36;-106.33;-73.68;-91.53;-99.26;-93.65;-92.89;-95.55;-97.53;-101.66;-92.87;-86.56;-94.02;-110.72;-100.02;-65.46;-80.15;-93.5;-90.82;-90.29;-92.72;-98.15;-98.75;-96.89;-93.4;-99.46;-95.09;-88.64;-77.02;-92.68;-92.9;-95.87;-92.06;-92.12;-94.72;-100.31
63.8;-110;-93.47;-93.54;-103.58;-94.36;-75.34;-92.03;-100.39;-90.74;-101.15;-103.01;-99.54;-107.61;-97.08;-88.45;-97.67;-95.58;-92.28;-68.78;-84.16;-97.73;-89.82;-93.97;-94.63;-94.09;-102.01;-97.97;-96.37;-103.13;-100.08;-97.91;-76.99;-94.84;-94.41;-95.45;-94.56;-94.66;-94.58;-98.77
63.9;-103.58;-91.37;-104.42;-99.06;-96.34;-75.98;-95.67;-115.73;-97.77;-98.47;-104.59;-103.45;-113.94;-98.06;-88.78;-100.06;-108.27;-109.44;-74.5;-87.68;-104.13;-94.7;-98.38;-107.29;-98.3;-117.21;-105.82;-99.72;-96.35;-90.92;-96.84;-82.61;-101.33;-99.99;-99.25;-97.25;-100.59;-94.88;-103.33
64;-98.15;-88.4;-96.31;-93.64;-91.71;-75.35;-99.24;-98.1;-96.14;-97.39;-101.58;-101.76;-112.92;-98.93;-87.58;-102.49;-101.97;-95.83;-74.43;-95.99;-97.4;-101.81;-97.49;-98.44;-102.53;-106.3;-111.54;-97.09;-98.21;-97.73;-106.88;-92.65;-115.83;-96.1;-111.19;-105.35;-99.21;-100.03;-106.5

