EL (deg);5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5
AZ (deg);-25;-20;-15;-10;-5;0;5;10;15;20;25;30;35;-25;-20;-15;-10;-5;0;5;10;15;20;25;30;35;-25;-20;-15;-10;-5;0;5;10;15;20;25;30;35
f (GHz);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB)
57.8;-105.77;-88.31;-91.03;-90.73;-91.79;-75.95;-96.24;-94.15;-93.92;-96.82;-96.4;-106.4;-100.43;-100.3;-85.53;-95.16;-89.26;-90.62;-69.43;-79.59;-98.39;-100.67;-99.04;-99.35;-99.63;-97.78;-94.45;-96.79;-94.94;-94.54;-99.07;-76.77;-84.62;-104.94;-103.52;-99.77;-105.48;-113.71;-105.63
57.9;-100.66;-94.82;-93.63;-90.71;-96.84;-73.97;-90.98;-92.64;-92.31;-92.62;-92.65;-101.81;-98.01;-99.54;-93.46;-99.03;-96.28;-86.79;-66.45;-77.16;-93.65;-103.43;-94.46;-93.52;-115.26;-96.77;-111.05;-101.35;-88.7;-90.07;-89.35;-75.77;-88.06;-101.49;-106.35;-100.02;-97.91;-119.05;-99.4
58;-98.43;-91.15;-89.85;-88.61;-93.42;-71.87;-86.76;-89.75;-96.38;-94.85;-94.54;-103.05;-95.15;-103.08;-90.63;-88.49;-91.71;-93.49;-63.93;-75.14;-99.33;-93.92;-90.34;-93.41;-103.13;-97.17;-94.43;-96.09;-95.28;-89.88;-87.64;-72.4;-84.19;-96.93;-101.45;-96.24;-95.53;-109.43;-102.02
58.1;-92.26;-90.41;-94.53;-88.41;-89.83;-70.45;-84.57;-89.69;-96.02;-90.74;-90.8;-100.21;-97.95;-91.85;-93.34;-111.69;-90.71;-92.35;-62.74;-76.8;-96.43;-94.98;-93.19;-93.35;-100.4;-98.77;-95.68;-106.44;-95.32;-86.15;-87.5;-70.8;-85.57;-92.71;-97.65;-93.12;-93.57;-104.48;-99.89
58.2;-92.33;-91.24;-91.67;-89.61;-87.02;-69.6;-83.34;-89.6;-98.05;-92.5;-92.29;-99.86;-97.13;-91.72;-90.02;-89.72;-91.81;-86.95;-62.35;-76.97;-99.33;-93.44;-88.45;-97.32;-99.69;-95.88;-92.87;-92.37;-123.45;-92.24;-82.24;-70.82;-84.97;-90.06;-98.29;-90.79;-92.21;-107.37;-97.25
58.3;-94.59;-89.95;-100.72;-89.58;-85.92;-69.92;-82.56;-89.34;-97.44;-90.25;-92.04;-103.22;-97.87;-89.7;-92.02;-96.12;-94.86;-83.26;-62.95;-76.58;-100.14;-95.5;-90.68;-91.94;-101.77;-98.91;-92.5;-91.17;-89.63;-87.33;-85.75;-70.9;-82.38;-87.83;-109.05;-91.31;-93.46;-106.08;-97.79
58.4;-92.74;-90.45;-96.76;-87.8;-86.07;-70.62;-81.97;-88.67;-102.58;-92.93;-93.88;-104.89;-96.91;-90.33;-93.12;-96.2;-87.57;-82.41;-64;-77;-93.72;-105.13;-91.36;-94.78;-106.23;-95.54;-95.97;-100.33;-97.9;-87.6;-84.93;-71.1;-84.26;-87.03;-102.69;-90.79;-92.79;-105.77;-94.89
58.5;-94.04;-92.22;-91.52;-89.51;-87.79;-71.83;-83.31;-92.32;-100.45;-100.17;-96.3;-100.56;-96.63;-91.12;-91.52;-88.87;-95.28;-81.46;-65.49;-77.23;-99.09;-92.63;-99.73;-99.21;-129.85;-94.16;-91.38;-96.57;-103.15;-87.33;-83.14;-73.01;-84.35;-87.76;-99.22;-92.89;-94.31;-106.26;-93.3
58.6;-97.45;-92.78;-100.99;-88.43;-92.18;-73.01;-82.83;-97.28;-98.23;-102.6;-95.42;-105.11;-99.47;-103.22;-88.87;-90.69;-88.42;-89.46;-67.4;-78.37;-104.19;-89.34;-95.85;-94.71;-103.32;-96.81;-98.72;-100.64;-108.32;-87.71;-93.76;-76.04;-87.19;-90.73;-102.11;-94.84;-91.93;-99.08;-96.46
58.7;-93.75;-90.84;-88.05;-93.18;-92.17;-75.1;-88.98;-99.43;-104.71;-103.03;-98.89;-103.49;-98.3;-115.99;-85.87;-85.41;-100.44;-85.27;-70.06;-83.94;-95.65;-99;-98.99;-96.12;-100.61;-98.77;-106.17;-90.71;-99.87;-99.01;-92.22;-78.86;-89.87;-92.41;-116.49;-95.82;-94.09;-101.35;-95.85
58.8;-97.22;-91.6;-100.8;-99.78;-89.38;-76.22;-89.2;-99.45;-103.99;-100.23;-102.82;-119.43;-101.98;-113.22;-90.44;-96.41;-98.17;-86.22;-73.55;-88.53;-102.07;-107.28;-97.79;-106.7;-105.8;-104.32;-98.82;-111.56;-94.66;-102.9;-99.85;-81.84;-89.66;-102.32;-103.17;-97.98;-98.41;-101.91;-98.85
58.9;-101.85;-89.79;-92.22;-104.01;-92.57;-76.32;-85.63;-108.76;-99.66;-115.15;-102.8;-110.65;-101.24;-99.71;-87.36;-88.33;-101.84;-84.95;-73.13;-82.6;-97.13;-98.81;-109.45;-104.13;-109.71;-105.14;-99.48;-98.86;-91.31;-95.77;-98;-85.2;-88.59;-96.44;-119.16;-109.74;-106.85;-112.11;-110.59
59;-98.05;-88.41;-92.81;-100.91;-92.86;-76.61;-88.42;-100.76;-96.66;-96.17;-100.28;-108.31;-108.83;-98.62;-84.05;-91.64;-103.94;-85.41;-72.61;-82.13;-94.18;-98.37;-97.74;-101.08;-104.25;-106.37;-95.7;-90.89;-96.99;-93.31;-97.8;-85.08;-93.83;-99.97;-116.84;-105.9;-106.94;-115.3;-110.95
59.1;-102.14;-89.45;-97.4;-103.79;-99.22;-76.96;-90.86;-102.19;-101.63;-100.45;-95.18;-104.92;-98.81;-104.41;-84.53;-91.35;-97.43;-91.66;-71.32;-80.9;-95.62;-106.15;-103.68;-98.68;-99.04;-108.53;-109.53;-99.86;-96;-91.68;-101.5;-85.73;-93.44;-103.72;-104.54;-108.02;-104.37;-105.63;-111.78
59.2;-104.82;-89.58;-94.93;-95.91;-105.33;-75.71;-88.51;-102.05;-97.52;-98.59;-96.76;-103.06;-100.89;-101.29;-87.16;-93.35;-94.33;-89.89;-68.88;-78.46;-98.42;-97.23;-98.54;-99.33;-113.23;-102.72;-102.3;-96.76;-98.22;-101.03;-101.9;-77.54;-88.41;-100.82;-105.67;-99.96;-97.84;-104.92;-102.71
59.3;-106.18;-91.32;-100.08;-93.15;-102.3;-75.09;-92.21;-95.07;-95.65;-101.3;-100.85;-105.24;-102.92;-109.67;-87.74;-94.28;-99.32;-90.25;-68.14;-79.72;-107.1;-107.07;-99.31;-97.19;-109.49;-104.67;-112.07;-100.14;-95.23;-93.64;-105.04;-81.03;-103.99;-95.66;-103.35;-98.77;-101.73;-105.1;-105.84
59.4;-100.73;-93.28;-100.53;-90.63;-100.72;-73.06;-89.77;-93.73;-95.26;-101.38;-99.11;-100.2;-101.1;-116.69;-86.54;-97.16;-96.88;-88.28;-66.39;-82.07;-99.84;-93.99;-96.12;-99.36;-98.31;-106.45;-116.14;-99.35;-99.7;-102.6;-91.19;-77.77;-103.11;-92.32;-97.91;-96.9;-99.32;-100.06;-101.92
59.5;-98.8;-115.06;-100.07;-90.77;-97.22;-73.41;-89.81;-93.13;-109.69;-99.54;-98.73;-100.5;-104.53;-94.8;-91.16;-93.24;-95.31;-90.81;-66.6;-81.23;-106.52;-100.86;-96.97;-101.33;-98.75;-100.28;-102.24;-106.67;-98.25;-85.79;-91.28;-75.9;-93.72;-92.15;-104.16;-97.29;-98.65;-97.94;-105.41
59.6;-99.36;-102.83;-104.55;-89.82;-99.69;-73.14;-88.4;-93.22;-104.84;-96.14;-101.82;-99.43;-99.67;-96.94;-93.16;-90.96;-93;-87.82;-66.76;-82.47;-99.11;-100.97;-93.46;-100.27;-94.39;-100.12;-99.07;-95.28;-96.64;-95.3;-99.03;-75.95;-100.59;-91.23;-100.34;-93.26;-99.34;-96.16;-101.54
59.7;-94.23;-92.29;-104.75;-90.89;-101.91;-73.9;-87.93;-95.24;-106.28;-95.28;-99.66;-99.87;-105.84;-93.91;-100.15;-100.08;-94.98;-91.59;-67.4;-82.2;-104.6;-96.98;-92.4;-100.96;-96.13;-102.28;-100.45;-99.37;-101.68;-86.97;-94.66;-78.17;-95.36;-91.76;-108.06;-93.22;-99.34;-96.83;-103.2
59.8;-93.57;-91.87;-96.43;-90.03;-98.3;-75.27;-89.55;-94.32;-99.9;-97.45;-100.79;-99.44;-110.42;-96.3;-99.57;-94.64;-91.2;-87.52;-68.54;-84.68;-96.88;-105.04;-97.18;-106.32;-95.64;-104.44;-99.88;-96.44;-98.35;-92.26;-93.78;-76.99;-99.41;-92.14;-98.72;-93.69;-102.97;-99.33;-108.65
59.9;-96.8;-91.65;-106.22;-92.45;-103.78;-77.17;-90.74;-98.22;-99.26;-95.46;-105.87;-102.63;-125.17;-93.64;-89.97;-97.42;-96.21;-107.79;-69.9;-84.56;-107.49;-91.88;-92.86;-101.55;-99.74;-115.98;-95.7;-93.8;-107.88;-88.6;-93.71;-80.41;-95.28;-98.12;-99.27;-93.95;-100.48;-101.36;-115.37
60;-97.4;-91.99;-98.95;-91.16;-102.33;-77.67;-90.25;-96.66;-105.04;-103.46;-102.88;-101.13;-121.16;-95.83;-86.72;-92.41;-89.1;-96.43;-70.47;-83.11;-96.69;-100.64;-94.75;-100.41;-99.01;-114.22;-95.21;-90.64;-91.64;-91.49;-99.88;-79.73;-93.06;-94.66;-100.96;-95.21;-99.34;-103.57;-116.55
60.1;-96.92;-92.39;-92.67;-96.22;-100.48;-80.27;-97.58;-103.28;-99.97;-100.37;-117.03;-107.43;-120.72;-97.7;-89.68;-92.78;-89.32;-100.14;-73.91;-89.45;-99.16;-99.8;-98.31;-108.11;-102.63;-110.54;-96.68;-93.25;-109.48;-85.94;-104.79;-81.71;-96;-96.24;-102.36;-98.21;-104.06;-104.65;-120.79
60.2;-103.75;-94.85;-99.42;-101.37;-97.86;-79.64;-93.23;-109.01;-100.37;-102.21;-103.08;-104.44;-108.28;-100.8;-92.88;-98.66;-96.09;-106.48;-76.6;-87.24;-97.43;-98.51;-105.61;-108.84;-103.8;-107.15;-97.46;-101.04;-96.48;-97.38;-92.83;-86.03;-112.54;-99.2;-108.29;-101.69;-110.8;-108.43;-120.38
60.3;-109.34;-92.44;-96.16;-117.55;-109.03;-80.01;-95.11;-101.05;-97.8;-97.15;-105.85;-105.71;-111.41;-111.58;-89.85;-95.84;-101.51;-95.14;-78.23;-86.09;-100.36;-96.53;-97.51;-106.98;-105.83;-104.94;-104.13;-97.12;-120.6;-89.87;-96.6;-94.3;-98.03;-105.93;-101.96;-102.65;-107.14;-107.85;-109.63
60.4;-98.53;-86.51;-94.56;-106.01;-102.77;-77.79;-94.14;-102.17;-94.92;-93.96;-98.12;-103.5;-101.55;-110.14;-86.51;-93.39;-97.02;-94.9;-72.79;-83.67;-96.55;-99.83;-97.26;-101.28;-97.69;-101.11;-100.91;-103.8;-99.99;-110.56;-92.26;-83.55;-96.92;-103.58;-97.69;-96.19;-101.3;-105.33;-104.59
60.5;-96.02;-86.16;-93.37;-100.41;-106.85;-76.24;-92.51;-106.63;-93.88;-90.64;-94.87;-103.11;-100.18;-103.66;-89.16;-102.36;-102.28;-91.58;-69.89;-82.65;-97.8;-94.58;-91.07;-99.69;-98.42;-100.61;-101.88;-94.74;-97.61;-97.88;-97.86;-82.82;-104.16;-112.16;-98.22;-92.95;-97.94;-100.35;-105.05
60.6;-95.83;-85.48;-93.55;-95.13;-95.63;-74;-93.11;-98.85;-92.73;-91.12;-95.46;-104;-99.14;-105.08;-85.99;-101.52;-96.48;-93.36;-66.64;-81.21;-99.36;-93.27;-92.49;-94.79;-101.61;-102.68;-101.15;-95.38;-94.83;-97.17;-100.73;-77.62;-92.13;-99.2;-94.01;-91.54;-94.42;-107.72;-102.98
60.7;-92.57;-83.15;-89.39;-93.96;-89.98;-72.62;-89.25;-95.77;-93.48;-90.29;-94.19;-114.97;-98.19;-97.93;-82.18;-93.44;-103.3;-99.43;-65.09;-81.8;-100.29;-92.63;-90.47;-96.62;-113.83;-99.98;-95.82;-91.78;-95.48;-93.96;-93.16;-75.83;-90.08;-94.52;-92.88;-91.06;-94.6;-106.77;-100.52
60.8;-91.67;-83.67;-89.21;-89.06;-90.86;-72.53;-89.09;-94.89;-92.05;-94.94;-96.02;-127.14;-99.92;-100.08;-82.89;-89.56;-89.41;-89.88;-64.54;-82.3;-110.53;-95.98;-93.4;-99.23;-106.86;-97.45;-95.62;-90.42;-97.07;-93.15;-90.22;-74.38;-89.69;-92.93;-94.61;-92.73;-97.67;-114.67;-99.89
60.9;-93.23;-87.46;-92.87;-90.82;-93.79;-73.27;-88.4;-94.24;-93.66;-92.22;-102.05;-107.55;-101.28;-97.19;-86.66;-107.34;-93.02;-94.57;-65.71;-81.44;-108.16;-96.71;-94.59;-101.26;-106.42;-106.25;-101.08;-89.94;-95.38;-90.79;-97.43;-74.9;-88.99;-92.54;-92.87;-94.21;-96.58;-106.56;-101.87
61;-93.9;-91.14;-90.8;-89.73;-96.19;-73.68;-86.1;-93.1;-96.33;-96.82;-98.09;-105.08;-104.76;-92.92;-89.92;-91.58;-87.74;-92.26;-66.03;-80.19;-101.14;-98.3;-94.37;-98.45;-112.63;-134.51;-94.43;-91.85;-90.76;-90.03;-98.61;-73.79;-86.07;-93.33;-96.08;-94.48;-98.34;-106.4;-105.33
61.1;-96.57;-94.73;-94.61;-93.18;-95.65;-75.03;-88.86;-96.51;-95.56;-98.19;-113.53;-104.44;-102.92;-96.06;-89.92;-96.48;-95.34;-90.87;-67.63;-81.37;-103.09;-98.47;-98.37;-114.9;-105.38;-106.33;-97.26;-95.05;-99.21;-89.64;-91.3;-75.39;-89.95;-92.28;-95.76;-97.99;-102.21;-104.45;-104.56
61.2;-98.41;-97.98;-97.09;-92.63;-102.96;-76.96;-89.25;-97.54;-101.85;-99.25;-106.66;-105;-108.1;-95.28;-92.22;-101.76;-89.42;-90.01;-68.93;-80.97;-100.51;-101.27;-98.33;-102.55;-116.15;-110.02;-97.63;-105.98;-95.62;-95.17;-92.71;-76.56;-87.79;-93.58;-106.09;-99.13;-101.81;-109.3;-109
61.3;-101.07;-99.28;-97.18;-103.95;-98.87;-79.34;-89.05;-104.21;-105.27;-105.73;-116.77;-109.43;-113.45;-100.88;-96.9;-98.11;-93.6;-103.2;-72.86;-82.81;-114.67;-99.83;-103.84;-125.22;-110.13;-110.12;-108.86;-97.02;-96.77;-84.71;-93.67;-78.61;-91.98;-93.59;-107.71;-103.34;-123.58;-107.73;-112.13
61.4;-104;-93.86;-96.66;-102.58;-104.56;-79.78;-92.37;-100.26;-101.83;-115.03;-107.78;-109.02;-113.83;-103.48;-90.58;-92.02;-90.55;-91.69;-79.59;-89.18;-99.1;-106;-102.41;-105.24;-105.35;-119.43;-124.81;-98.25;-93.77;-91.39;-92.69;-81.42;-94.71;-97.93;-103.2;-107.45;-108.55;-103.92;-122.59
61.5;-107.92;-96.84;-96.44;-94.55;-97.61;-78.91;-92.6;-96.28;-103.52;-106.81;-126.89;-104.9;-117.8;-105.69;-91.03;-90.22;-102.18;-90.44;-79.66;-94.47;-94.78;-104.44;-108.02;-108.79;-102.23;-106.15;-104.66;-96.23;-91.46;-92.91;-94.41;-86.04;-96.41;-98.11;-106.6;-111.14;-108.76;-109.36;-115.18
61.6;-106.56;-96.52;-96.45;-92.5;-115.9;-76.97;-92.45;-93.25;-103.05;-100.93;-104.49;-101.58;-107.12;-104.29;-97.84;-103.91;-101.56;-89.14;-71.96;-85.67;-92.39;-99.16;-101.5;-101.25;-100.25;-103.9;-99.29;-107.46;-109.32;-101.7;-92.95;-82.83;-102.41;-97.93;-101.84;-102.68;-113.67;-108.91;-107.54
61.7;-108.97;-97.02;-96.25;-91.92;-99.53;-75.58;-96.84;-92.11;-97.62;-98.67;-102.28;-100.01;-100.72;-99.65;-94.35;-96.26;-94.91;-84.8;-68.2;-83.9;-98.43;-95.29;-97.83;-106.57;-96.89;-102.94;-99.31;-98.04;-101.59;-91.95;-107.09;-80.75;-101;-94.86;-101.08;-98.25;-111.73;-100.88;-101.57
61.8;-102.73;-91.82;-92.5;-86.95;-93.66;-72.63;-94.13;-90.82;-94.05;-91.77;-100.33;-95.29;-100.07;-99.53;-94.31;-102.11;-89.66;-85.7;-64.16;-80.21;-93.06;-88.6;-90.84;-95.92;-94.36;-103.18;-103.69;-97.27;-103.28;-95.38;-108.81;-74.4;-89.75;-92.88;-103.13;-92.33;-99.14;-95.53;-101.83
61.9;-105.44;-91.17;-104.2;-91.38;-98.7;-72.1;-92.27;-90.08;-94.28;-90.13;-100.37;-93.61;-96.19;-97.71;-90.05;-102.14;-97.17;-86.03;-62.88;-78;-85.97;-90.24;-90.02;-99.11;-90.67;-103.06;-94.41;-93.77;-93.72;-92.8;-87.33;-73.04;-90.32;-91.8;-94.4;-91.13;-99.29;-93.31;-98.78
62;-99.14;-88.35;-94.61;-101.79;-98.63;-72.35;-87.07;-102.53;-96.06;-91.68;-101.52;-93.53;-98.08;-105.07;-87.4;-89.64;-97.99;-80.27;-63.51;-77.29;-88.43;-91.3;-90.97;-96.32;-92.72;-97.99;-98.56;-89.96;-99.79;-96.88;-89.5;-74.04;-90.07;-98.36;-95.33;-91.48;-96.19;-93.15;-97.7
62.1;-108.46;-86.55;-90.55;-105.15;-93.97;-73.58;-89.47;-94.2;-95.65;-90.22;-103.66;-99.76;-100.66;-102.07;-86.14;-90.9;-92.68;-95.84;-64.59;-80.47;-92.68;-94.04;-90.13;-96.47;-97.55;-98.82;-106.98;-89.41;-115.16;-96.14;-87.38;-75.59;-90.06;-96.61;-97.94;-91.71;-99.83;-96.77;-97.69
62.2;-102.53;-87.77;-94.06;-91.77;-100.52;-72.88;-87.82;-95.18;-98.76;-91.26;-99.17;-104.71;-100.79;-101.58;-87.57;-90.81;-89.34;-88.83;-64.46;-80.34;-95.4;-95.16;-90.71;-96.33;-99.96;-100.92;-113;-90.84;-95.45;-100.48;-90.46;-75.12;-89.08;-92.63;-94.36;-91.19;-99.53;-99.99;-103.2
62.3;-106.26;-88.37;-108.33;-92.54;-92.94;-72.85;-86.59;-94.52;-92.69;-92.05;-106.55;-111.07;-105.24;-108.59;-87.29;-99.85;-91.07;-92.79;-65.22;-80.1;-97.55;-89.49;-90.46;-101.66;-102.06;-99.03;-97.65;-89.99;-96.81;-93.27;-90.37;-75.43;-88.99;-90.38;-94.45;-90.48;-101.03;-105.97;-99.79
