EL (deg);8.66;8.66;8.66;8.66;8.66;8.66;8.66;8.66;8.66;8.66;8.66;4.33;4.33;4.33;4.33;4.33;4.33;4.33;4.33;4.33;4.33;0;0;0;0;0;0;0;0;0;0;0;-4.33;-4.33;-4.33;-4.33;-4.33;-4.33;-4.33;-4.33;-4.33;-4.33;-8.66;-8.66;-8.66;-8.66;-8.66;-8.66;-8.66;-8.66;-8.66;-8.66;-8.66;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13
AZ (deg);-25;-20;-15;-10;-5;0;5;10;15;20;25;22.5;17.5;12.5;7.5;2.5;-2.5;-7.5;-12.5;-17.5;-22.5;-25;-20;-15;-10;-5;0;5;10;15;20;25;22.5;17.5;12.5;7.5;2.5;-2.5;-7.5;-12.5;-17.5;-22.5;-25;-20;-15;-10;-5;0;5;10;15;20;25;22.5;17.5;12.5;7.5;2.5;-2.5;-7.5;-12.5;-17.5;-22.5
f (GHz);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB)
58.1;-109.48;-109.88;-98.32;-99.84;-101.02;-95;-102;-100.89;-101.66;-105.12;-102.59;-106.93;-101.44;-100.21;-97.59;-82.17;-82.88;-94.97;-98.66;-97.43;-113;-93.25;-102.56;-118.13;-105.28;-99.67;-75.65;-92.08;-106.67;-111.47;-103.45;-105.92;-109.49;-104.07;-103.48;-110.58;-85.79;-87.1;-108.57;-106.66;-104.06;-109.47;-106.45;-114.58;-107.15;-111.32;-126.21;-99.61;-112.34;-112.95;-108.59;-114.6;-110.97;-112.34;-114.21;-121.54;-133.78;-115.99;-119.35;-117.67;-115.51;-126.12;-112.91
58.2;-110.9;-111.4;-101.41;-106.12;-102.6;-96.83;-101.26;-104.16;-104.23;-106.36;-103.6;-105.54;-104.01;-99.65;-96.92;-82.42;-86.15;-101.61;-103.58;-100.89;-110.66;-94.12;-103.63;-109.39;-102.91;-104.9;-76.84;-93.89;-109.06;-114.83;-103.88;-105.69;-109.29;-105.25;-104.61;-102.85;-86.17;-88.24;-114.1;-106.16;-104.96;-111.43;-106.89;-113.07;-108.1;-111.43;-113.17;-99.35;-109.15;-108.3;-109.61;-110.25;-107.45;-110.29;-111.66;-115.07;-121.61;-118.15;-120.06;-119.84;-117.98;-118.85;-107.28
58.3;-92.42;-96.75;-88.49;-91.09;-89.9;-81.77;-85.59;-89.82;-92.74;-90.24;-89.94;-91.07;-91.06;-84.77;-84.43;-69.39;-70.25;-89.51;-86.01;-90.05;-104.18;-80.96;-89.97;-97.05;-89.55;-81.83;-63.91;-75.42;-93.1;-96.3;-89.99;-92.09;-96.13;-94.39;-87.76;-93.14;-71.35;-73.27;-96.23;-89.64;-92.54;-98.25;-91.16;-97.2;-93.22;-93.86;-94.85;-85.26;-93.16;-95.07;-97.84;-93.8;-92.18;-96.03;-95.9;-104.42;-112.09;-110.69;-113.37;-109.05;-98.72;-98.56;-92.68
58.4;-102.45;-103.03;-106.16;-103.05;-103.22;-92.12;-100.58;-100.14;-105.23;-101.14;-100.77;-104.07;-104.38;-96.87;-97.98;-80.03;-83.43;-104.87;-98.82;-107.01;-111.28;-91.34;-101.21;-105.34;-97.06;-93.34;-73.71;-88.7;-101.47;-112.51;-100.09;-101.65;-103.3;-105.66;-97.75;-100.1;-83.6;-84.42;-108.26;-100.97;-107.16;-107.64;-101.58;-104.18;-107.45;-103.25;-102.91;-95.25;-100.78;-104.47;-106.73;-102.9;-101.56;-104.61;-104.66;-109.85;-124.75;-115.83;-126.35;-119.05;-111.69;-110.6;-101.08
58.5;-98.07;-101.38;-108.67;-96.78;-95.06;-86.82;-93.99;-95.08;-103.59;-97.73;-97.08;-99.93;-102.23;-91.86;-98.1;-75.48;-76.85;-103.63;-95.6;-101.66;-102.64;-86.49;-97.3;-107.87;-93.3;-83;-69.94;-81.71;-95.37;-103.99;-95.59;-97.41;-99.8;-104.61;-92.97;-97.76;-78.6;-78.6;-101.43;-95.8;-103.8;-101.2;-96.29;-98.94;-104.48;-97.13;-97.84;-90.82;-95.23;-98.4;-105.04;-99.91;-96.86;-98.48;-101.6;-107.45;-113.88;-105.84;-110.35;-108.15;-105.91;-101.92;-96.6
58.6;-100.22;-102.03;-104.27;-91.07;-104.63;-86.66;-94.53;-94.52;-109.01;-98.23;-96.93;-99.05;-99.6;-91.14;-95.49;-73.74;-76.64;-97.52;-90.77;-98.76;-99.08;-83.65;-93.74;-100.59;-90.79;-85.35;-67.29;-76.84;-94.82;-96.29;-95;-95.96;-96.32;-100.64;-91.14;-93.49;-75.77;-78.35;-110.11;-93.96;-99.68;-101.69;-93.85;-100.14;-109.42;-96.87;-98.48;-90.85;-97.05;-96.03;-103.43;-96.18;-95.08;-95.01;-98.6;-102.1;-106.72;-100.47;-102.56;-105.43;-104.98;-102.54;-93.94
58.7;-92.29;-97.59;-97.05;-87.47;-94.43;-80.11;-97.94;-89.72;-98.92;-95.32;-91.53;-96.8;-92.89;-85.17;-93.55;-66.95;-67.51;-98.64;-84.43;-92.31;-96.6;-77.42;-89.53;-98.79;-85.19;-73.61;-61.2;-72.4;-86.98;-92.28;-88.73;-88.54;-93.18;-93.89;-88.35;-92.98;-71.09;-71.1;-101.11;-87.75;-91.5;-94.97;-86.65;-94.67;-100.94;-90.54;-95.6;-87.73;-93.94;-91.86;-95.29;-94.23;-89.65;-91.34;-93.45;-95.18;-99.85;-92.95;-93.54;-95.48;-95.1;-93.95;-86.82
58.8;-113.15;-110.43;-110.38;-109.28;-113.96;-97.63;-108.27;-110.36;-117.61;-116.73;-115.44;-114.34;-114.14;-106.73;-109.22;-87.03;-86.63;-109.98;-106.79;-105.85;-107.81;-96.2;-106.05;-112.64;-105.97;-93.76;-80.04;-90.3;-106.08;-110.44;-109.68;-107.81;-113.37;-110.99;-107.05;-114;-90.22;-89.43;-116.22;-109.87;-108.84;-125.63;-105.14;-115.22;-117.75;-109.46;-123;-109;-121.95;-107.59;-110.42;-111.71;-106.96;-108.25;-114.3;-113.58;-112.42;-106.49;-104.73;-109.2;-112.96;-110.76;-106.72
58.9;-114.22;-107.41;-107.33;-103.97;-118.2;-89.38;-105.72;-105.29;-104.81;-108.65;-111.61;-118.59;-105.7;-102.63;-92.35;-79.09;-79.45;-100.4;-100.35;-104.58;-101.86;-89.49;-97.17;-109.23;-103.89;-86.19;-74.16;-82.89;-102.73;-104.38;-102.3;-107.45;-107.24;-106.81;-100.5;-108.08;-88.92;-84.46;-109.71;-99.4;-104.31;-109.35;-101.6;-108.86;-106.37;-101.49;-111.96;-110.02;-107.01;-106.08;-100.97;-104.11;-103.88;-99.87;-104.9;-103.23;-105.08;-99.45;-100.46;-106.83;-102.56;-102.83;-102.13
59;-106.8;-103.51;-99.79;-100.19;-101.55;-100.36;-101.12;-101.26;-101.1;-103.96;-104.07;-103.55;-100.76;-101;-93.91;-81.01;-81.72;-98.34;-96.09;-104.5;-101.56;-89.62;-103.66;-111.2;-103.28;-95.51;-80.84;-95.47;-104.74;-104.38;-106.28;-104.89;-104.8;-102.87;-106.72;-107.69;-96.94;-97.66;-105.06;-108.31;-103.9;-107.46;-103.1;-112.98;-109.21;-106.7;-110.05;-103.51;-100.92;-99.05;-100.63;-106.44;-103.18;-102.86;-102.36;-103.78;-105.12;-99.77;-101.72;-102.91;-105.87;-109.71;-104.65
59.1;-103.53;-116.52;-91.91;-102.27;-106.1;-92.53;-99.95;-97.55;-99.63;-104.26;-101.76;-105.15;-99.1;-96.85;-96.31;-77.3;-79.67;-96.65;-99.13;-90.89;-107.32;-93.86;-97.27;-96.62;-110.43;-92.86;-73.54;-82.75;-117.02;-106.75;-108.45;-102.97;-104.58;-104.53;-110.9;-111.16;-87.47;-92.62;-103.4;-110.49;-104.57;-102.58;-105.07;-130.34;-107.47;-116.58;-106.27;-105.2;-106.76;-103.18;-107.27;-110.86;-107.43;-111.75;-110.81;-110.06;-105.84;-106.29;-109.85;-103.07;-101.93;-107.43;-111.47
59.2;-106.4;-115;-104.38;-105.41;-109.41;-99.72;-104.23;-103.23;-103.94;-108.89;-108.96;-107.58;-104.13;-104.32;-114.43;-83.79;-86.91;-104.4;-111.39;-103.66;-111.71;-99.19;-107.84;-114.81;-112.73;-94.97;-79.09;-100.42;-120.29;-109.14;-112.39;-108.28;-109.3;-105.45;-112.79;-116.64;-90.22;-91.91;-111.35;-111.84;-108.82;-112.9;-115.25;-127.59;-113.43;-115.81;-118.65;-108.54;-113.09;-117.42;-110.44;-120.13;-114.76;-117.57;-118.81;-117.33;-120.81;-124.96;-118.29;-114.95;-111.85;-123.43;-123.44
59.3;-94.52;-94.56;-91.21;-88.76;-93.52;-90.45;-97.69;-89.71;-90.62;-95.38;-96.33;-93.86;-88.5;-87.72;-87.75;-70.33;-70.51;-91.08;-89.81;-88.87;-93.91;-84.82;-90.74;-100.54;-88.85;-81.16;-64.99;-73.34;-98.8;-96.37;-92.67;-95.27;-96.68;-89.67;-90.71;-95.6;-75.26;-75.38;-102.27;-96.65;-90.77;-94.56;-95.85;-101.33;-93.31;-98.76;-102.89;-93.24;-103.23;-97.43;-94.94;-102.37;-99.84;-101.94;-101.18;-100.27;-111.86;-104.44;-98.02;-100.72;-98.4;-95.19;-98.96
59.4;-99.91;-101.41;-100.17;-93.9;-98.85;-97.83;-99.69;-95.25;-94.31;-99.08;-100.31;-99.76;-92.17;-90.96;-90.15;-74.36;-75.16;-94.87;-92.29;-97.84;-97.93;-90.2;-96.47;-105.19;-94.78;-86.76;-67.93;-86.35;-107.35;-101.91;-97.62;-101.45;-101.86;-96.01;-95;-99.59;-79.38;-80.06;-103.11;-98.85;-95.82;-104.2;-101.71;-110.39;-96.75;-99.32;-107.76;-94.46;-105.89;-101.88;-98.08;-103.22;-104.3;-102.67;-107.99;-104.97;-108.15;-103.68;-105.07;-105.25;-102.35;-104.78;-100.99
59.5;-101.2;-102.34;-100.28;-93.71;-98.78;-102.31;-98.43;-93.75;-96.48;-98.64;-100.65;-103.94;-94.25;-91.16;-99;-74.78;-76.75;-95.83;-96.07;-97.57;-101.42;-90.81;-94.19;-102.6;-94.52;-90.08;-71.27;-80.36;-102.83;-98.77;-96.82;-102.94;-103.13;-94.47;-93.23;-101.2;-79.35;-80.4;-105.46;-96.86;-94.21;-111.19;-99.86;-109.88;-97.43;-96.98;-104.45;-92.81;-101.08;-99.91;-98.37;-101.46;-101.12;-101.09;-105.29;-101.4;-103.28;-100.56;-103.03;-107.43;-101.16;-106.15;-100.62
